Product Name,Current Price,Typical Price,Rating,Total Reviews,Delivery Charges,Fabric Type,Care Instructions,Origin,Customer Reviews
"RUNNING GIRL Sports Bras for Women,Padded Strappy Sports Bras Criss-Cross Back Medium Support Sports Bras with Removable Cups","PKR 5,568.21 with 17 percent savings","PKR6,682.41",4.4 out of 5 stars,"(45,695)","PKR 19,846.69 Shipping & Import Charges to Pakistan","75% Nylon, 25% Spandex",Machine Wash,Elastic,"{'Super schöner Sport BH 😍👍': '5 out of 5 stars', 'Very good support': '5 out of 5 stars', 'Fits small': '1 out of 5 stars', 'Excelente compra': '5 out of 5 stars', 'Great sports bra': '5 out of 5 stars'}"
"Reebok Apparel Men's Gladiator Large Logo Muscle, Black Heather","PKR 4,437.30 with 33 percent savings","PKR6,615.56",4.7 out of 5 stars,(35),"PKR 19,988.75 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'Satisfecho': '5 out of 5 stars', 'Good quality and looks nice': '5 out of 5 stars', 'Simple Muscle Tee with a Bold Look': '5 out of 5 stars', 'Muscle Tee with Oversized Heritage Graphic': '4 out of 5 stars', 'Comfortable arm holes and sweat absorbing material': '5 out of 5 stars', 'Quality shirt, but too long for a small': '3 out of 5 stars', 'super soft, comfortable athletic shirt': '5 out of 5 stars', 'Extremely Comfortable, Great Quality': '5 out of 5 stars'}"
"Reebok Men's Byron Short Sleeve Crewneck T-Shirt, Standard Fit, Lightweight Poly Fabric","PKR 4,256.24",,4.8 out of 5 stars,(35),"PKR 20,236.66 Shipping & Import Charges to Pakistan",100% Polyester,Machine Wash,Imported,"{'La talla muy bien': '5 out of 5 stars', 'excelente calidad': '5 out of 5 stars', 'Lightweight and comfy shirt I wear daily.': '5 out of 5 stars', 'small was huge': '4 out of 5 stars', 'Great Fit and Comfortable': '5 out of 5 stars', 'Comfortable, lightweight tee for everyday wear': '5 out of 5 stars', 'Great Shirt!': '5 out of 5 stars', 'The perfect shirt for exercising': '5 out of 5 stars'}"
NORTHYARD Men's Athletic Running T-Shirts Quick Dry Workout Shirts Short-Sleeve Sports Gym Tee Tops Performance Activewear,"PKR 5,568.21",,4.5 out of 5 stars,(892),"PKR 19,414.94 Shipping & Import Charges to Pakistan","90%Polyester, 10% Elastane",Machine Wash,Imported,"{'Very good for casual wear': '5 out of 5 stars', 'Great quality - runs a little big': '5 out of 5 stars', 'My husband loves these shirts': '5 out of 5 stars', 'Competent athletic shirt (I own 5) - runs large & long - but does what I need': '4 out of 5 stars', 'Looks to be a good one.': '5 out of 5 stars', 'Great quality for the price': '5 out of 5 stars', 'Great shirt but collar is very loose': '3 out of 5 stars', 'Not new but Nice': '5 out of 5 stars'}"
"AARYA Athletic Shirts Women, Summer Long Sleeve Reversible Yoga Top with Drawstring Loose V-Neck Workout Shirt","PKR 9,189.36",,4.3 out of 5 stars,(27),"PKR 30,751.92 Shipping & Import Charges to Pakistan","74% Cotton, 26% Polyester",Machine Wash,Imported,"{'Love the shape and color, the fabric is great too.': '5 out of 5 stars', 'SO PRETTY': '5 out of 5 stars', 'Nice lightweight top, runs large': '4 out of 5 stars', 'Breathable, flattering, reversible active top with adjustable fit': '5 out of 5 stars', 'Not for me': '2 out of 5 stars', 'awesome color': '5 out of 5 stars', 'Baggy wide fit': '3 out of 5 stars', 'Nice, high quality top for all ages and design styles.': '5 out of 5 stars'}"
"Kewlioo Sauna Shirt for Men - Heat Trapping Sweat Vest, Sauna Suit For Men, Compression Workout Sweat Suit for Gym, Workouts","PKR 17,545.86",,4.3 out of 5 stars,"(12,381)","PKR 27,676.73 Shipping & Import Charges to Pakistan","Outer: 90% polyester , 10% spandex inner: 100% polyurethane",Machine Wash,Imported,"{'Damn. Nice. But bad.': '1 out of 5 stars', 'جيد وفعال': '5 out of 5 stars', 'Too small': '5 out of 5 stars', 'جيد جدا': '5 out of 5 stars', 'Worked well, sweated buckets': '4 out of 5 stars'}"
FULLSOFT 3 Pack Leggings for Women High Waisted Soft Black Yoga Pants for Workout Athletic Running Reg & Plus Size,$21.87,,4.3 out of 5 stars,"(35,432)",$79.62 Shipping & Import Charges to Pakistan,,,,"{'Nice': '4 out of 5 stars', 'Best Legging EVER!': '5 out of 5 stars', 'Good value': '3 out of 5 stars', 'Delgados': '5 out of 5 stars', 'Cómodos para el ejercicio': '5 out of 5 stars'}"
MAGCOMSEN Men's Short Sleeve UPF 50+ T-Shirt Quick Dry Workout Athletic Running Swim Tops Tee Rash Guard Performance Shirts,$14.99 with 21 percent savings,$18.98,4.5 out of 5 stars,"(3,072)",$32.11 Shipping & Import Charges to Pakistan,100% Polyester,Machine Wash,Imported,{}
Under Armour Freedom Flag Short Sleeve T-Shirt,$25.00,,4.7 out of 5 stars,(693),$36.94 Shipping & Import Charges to Pakistan,"60% Cotton, 40% Polyester",Machine Wash,Imported,{}
PINSPARK Women's Workout Tank Tops Back Pleat Loose Fit Sleeveless Yoga Athletic Shirts Soft UPF 50+ Cooling Running Gym Tops,"PKR 2,782.71 with 17 percent savings","PKR3,339.81",4.5 out of 5 stars,(146),"PKR 18,022.18 Shipping & Import Charges to Pakistan","87% Nylon, 13% Spandex",Machine Wash,Imported,{'Transparent': '1 out of 5 stars'}
Under Armour Women's Fly by Shorts,,,4.4 out of 5 stars,"(2,032)",,100% Polyester,Machine Wash,Imported,{}
Kewlioo Men's Heat Trapping Zipper Sweat Enhancing Vest - Sauna Suit Shirt Compression Vest Shapewear Top for Gym Exercise,$23.99,,4.2 out of 5 stars,"(6,804)",$62.47 Shipping & Import Charges to Pakistan,"Outer: 90% Polyester, 10% Spandex. Inner: 100% Polyurethane",Machine Wash,Imported,"{'Passt die Größe': '3 out of 5 stars', 'Gym': '5 out of 5 stars', 'Buena calidad': '5 out of 5 stars', 'confortable': '5 out of 5 stars', ""Produit négligeable surtout au prix de l'investissement Ah revoir"": '1 out of 5 stars'}"
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets,,,4.3 out of 5 stars,"(13,514)",,Hand Wash Only,Imported,Zipper,{}
"Adidas Aeroready Performance Weightlifting Gloves, Fingerless Workout Gloves",,,4.2 out of 5 stars,"(2,590)",,,,,{}
Reebok Men's Relay Race 7” Short,,,4.6 out of 5 stars,(59),,"79% Nylon, 21% Spandex",Machine Wash,Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
Trendy Queen Womens Oversized Summer T-Shirts Plus Size Short Sleeves Workout Tops,$14.99,,4.5 out of 5 stars,"(7,253)",$31.19 Shipping & Import Charges to Pakistan,"65% Polyester, 30% Cotton, 5% Spandex",Machine Wash,Imported,{}
"Reebok Women's Small Logo Short Sleeve Crewneck T-Shirt, Lightweight, Moisture Wicking",,,4.7 out of 5 stars,(38),,100% Polyester,Machine Wash,Imported,{}
adidas Womens Optime Essentials 3-Stripes 7/8 Training Leggings,$20.00 with 15 percent savings,$23.52,4.4 out of 5 stars,(199),$33.88 Shipping & Import Charges to Pakistan,"85% Recycled Polyester, 15% Elastane",Machine Wash,Imported,{}
,,,,,,,,,{}
Under Armour Women's Project Rock Sportstyle Tank Top,,,4.7 out of 5 stars,(231),,100% Polyester,Machine Wash,Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
BAMBOO COOL Breathable Men's Underwear Modern Multipack Comfortsoft Moisture-Wicking Boxer Briefs 6 Pack,$52.99,,4.7 out of 5 stars,"(2,836)",$90.87 Shipping & Import Charges to Pakistan,"47% Viscose Derived from bamboo,47% Polyester,and 6% Spandex",Machine Wash,Imported,"{'Buena calidad precio': '5 out of 5 stars', 'Buen compra': '5 out of 5 stars'}"
"BAMBOO COOL Men's Ultra Breathable Underwear,No Riding Up Boxer Briefs with ComfortFlexible Waistband,Multipack",$32.38 with 19 percent savings,$39.98,4.6 out of 5 stars,"(8,955)",$77.57 Shipping & Import Charges to Pakistan,"92% viscose made from bamboo, 8% spandex",Machine Wash,Imported,"{'Perfect': '5 out of 5 stars', 'Price': '3 out of 5 stars', 'High-quality and Highly Recommended!': '5 out of 5 stars', 'It wax what I needed': '5 out of 5 stars', 'Best fit!': '5 out of 5 stars'}"
"BAMBOO COOL BreezeBoo Men's Ultra Breathable Underwear Mesh Boxer Briefs with Lightwight Wasitband,No Ride Up,Multipack",$29.58 with 6 percent savings,$31.43,4.6 out of 5 stars,"(2,203)",$76.49 Shipping & Import Charges to Pakistan,"92% viscose made from bamboo, 8% spandex",Machine Wash,Imported,"{'Good item!': '5 out of 5 stars', 'Comfortable': '5 out of 5 stars', 'Great': '5 out of 5 stars', 'Más suave, suave, suave; que LuisMi': '5 out of 5 stars', 'Decent support': '5 out of 5 stars'}"
"M MAELREG Men's Golf Shorts Flat Front 7"" Lightweight Stretch Quick Dry Dress Work Mens Casual Shorts with 4 Pockets",$41.95,,4.7 out of 5 stars,(25),$79.56 Shipping & Import Charges to Pakistan,"75% Nylon, 25% Spandex",Machine Wash,Imported,"{""My husband's absolute favorite short: premium quality, comfort, and style."": '5 out of 5 stars', 'Exceptional all around!': '5 out of 5 stars', 'Quick-Dry Shorts That Perform Well in Warm Weather': '4 out of 5 stars', 'Comfortable Golf Shorts That Look Sharp Anywhere I Go': '5 out of 5 stars', 'Comfortable and Versatile Golf Shorts with a Clean Everyday Look': '5 out of 5 stars', 'Well-Made and Stretchable!': '5 out of 5 stars', 'Love them': '5 out of 5 stars', 'Nice fit, definitely on the short side': '5 out of 5 stars'}"
"Reebok Women's Embroidery Hit Graphic Crewneck T-Shirt, Standard Fit, Lightweight Stretch Cotton Fabric",$14.15 with 40 percent savings,$23.75,4.4 out of 5 stars,(84),$31.92 Shipping & Import Charges to Pakistan,"95% Cotton, 5% Spandex",Machine Wash,Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
Ekouaer Women's Active Performance Skort Lightweight Skirt for Running Tennis Golf Workout Sports,,,4.4 out of 5 stars,"(22,413)",,"95% Polyester, 5% Spandex",Machine Wash (Max 40°C),Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
"ODODOS Women's Tummy Control Biker Shorts 2.0 with Pockets High Waist Athletic Workout Yoga Shorts-3.5''/ 5""/ 8"" / 10"" Inseam",$19.98,,4.6 out of 5 stars,"(6,692)",$69.97 Shipping & Import Charges to Pakistan,"76% Polyester, 24% Spandex",Machine Wash,Imported,{'Short': '3 out of 5 stars'}
,,,,,,,,,{}
,,,,,,,,,{}
Men's Tank Tops 3 Pack Sleeveless Workout Mesh Material Quick Dry Athletic Running Gym Muscle Beach Fitness Shirts,,,4.0 out of 5 stars,(324),,100% Polyester,Machine Wash,Imported,{}
,,,,,,,,,{}
"UIQUR Mens Athletic Shorts Running Shorts Quick Dry Workout Shorts 7""/ 9"" Lightweight Gym Basketball Shorts Zipper Pockets",$9.99,,4.4 out of 5 stars,(497),$65.43 Shipping & Import Charges to Pakistan,100% Polyester,Machine Wash,Imported,"{'Great shorts': '5 out of 5 stars', 'Shorts for the summer': '5 out of 5 stars', 'Good looking, loose fitting and comfortable': '5 out of 5 stars', 'Nice Pair of Exercise Shorts and Great Price!': '4 out of 5 stars', 'Good value for the money': '5 out of 5 stars', 'Muy bueno': '5 out of 5 stars', 'Great fit': '5 out of 5 stars', ""cheapest material ive ever seen in clothes. don't buy"": '1 out of 5 stars'}"
"Men's Workout T-Shirt Quick Dry Moisture Wicking Athletic Gym Shirts, Breathable Short Sleeve Training Running Tops",$19.99,,4.6 out of 5 stars,(26),$70.93 Shipping & Import Charges to Pakistan,100% Polyester,Imported,Crew Neck,"{'Great workout shirt — comfortable, quick-dry, and perfect for training': '5 out of 5 stars', 'Performance & Comfort!': '5 out of 5 stars', 'Moisture-wicking. Fit is fine, but seems to run a tad big. Texture is okay': '4 out of 5 stars', 'Built to move': '5 out of 5 stars', 'Nice t-shirt!': '5 out of 5 stars', 'Looks like cotton - feels like polyester': '3 out of 5 stars', 'Nice weight shirt for non-workouts': '5 out of 5 stars', 'Feels a bit heavy for a wicking shirt, but it DOES wick the sweat away': '5 out of 5 stars'}"
PINSPARK Men's Tank Tops Quick Dry Summer Workout Muscle Shirt Athletic Casual Sleeveless Shirts for Bodybuilding Beach Gym,,,4.8 out of 5 stars,(57),,"76%Polyester,19%Viscose,5%Spandex",Machine Wash,Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
MAGCOMSEN Mens Shirts Short Sleeve UPF 50+ Quick Dry Gym Running Swim Fishing T-Shirts Performance Rash Guard,$14.99 with 25 percent savings,$19.98,4.8 out of 5 stars,(29),$65.58 Shipping & Import Charges to Pakistan,100% Polyester,Machine Wash,Imported,"{'Performance, protection, and quality all in one shirt!': '5 out of 5 stars', 'Great UPF Shirt for Any Outdoor Activity': '5 out of 5 stars', 'Lightweight, comfortable, and perfect for outdoor activities': '5 out of 5 stars', 'Lightweight performance shirt with quick-dry comfort': '4 out of 5 stars', 'Soft and Comfortable and true to size': '5 out of 5 stars', 'Nice loose-fitting t-shirt to keep you cool': '5 out of 5 stars', 'Great workout shirt/yard work shirt': '5 out of 5 stars', 'Great light shirt for the gym': '5 out of 5 stars'}"
"TEEPRIE Men’s Running Shorts, Athletic Gym Basketball Short with Pockets, Quick Dry Workout Short for Men Casual Sports",$24.99 with 38 percent savings,$39.99,4.2 out of 5 stars,(164),Exclusive Prime price,"90% polyester,10% spandex blend",Machine Wash&Hand Wash,Imported,"{'Shorts': '5 out of 5 stars', 'Good material fit well': '5 out of 5 stars', 'Men’s running shorts are great': '5 out of 5 stars', 'Thin material and shapeless but comfortable': '4 out of 5 stars', 'Length Misrepresentation': '3 out of 5 stars', 'Duradero para uso deportivo.': '5 out of 5 stars', 'True to size': '5 out of 5 stars', 'Buyer Beware': '1 out of 5 stars'}"
"Kewlioo Sauna Shirt for Men - Heat Trapping Sweat Vest, Sauna Suit For Men, Compression Workout Sweat Suit for Gym, Workouts",$62.99,,4.3 out of 5 stars,"(12,381)",$98.62 Shipping & Import Charges to Pakistan,"Outer: 90% polyester , 10% spandex inner: 100% polyurethane",Machine Wash,Imported,"{'Damn. Nice. But bad.': '1 out of 5 stars', 'جيد وفعال': '5 out of 5 stars', 'Too small': '5 out of 5 stars', 'جيد جدا': '5 out of 5 stars', 'Worked well, sweated buckets': '4 out of 5 stars'}"
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
HOTSUIT Men Sauna Suit Sweat Suits Durable Gym Exercise Workout Jacket,$29.99 with 12 percent savings,$33.99,4.5 out of 5 stars,"(4,790)",$69.11 Shipping & Import Charges to Pakistan,Polyester,Hand Wash Only,Imported,"{'Excellent!': '5 out of 5 stars', 'Chandal sauna ideal para perdida de peso.': '5 out of 5 stars', 'Top': '5 out of 5 stars', 'Sitzt perfekt und tut sein Werk': '5 out of 5 stars', 'Good price and quality': '5 out of 5 stars'}"
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
3 Pack Workout Tank Tops for Women with Built in Bra Ribbed Seamless Racerback Athletic Running Gym Yoga Tops,$33.99,,4.3 out of 5 stars,(50),$79.61 Shipping & Import Charges to Pakistan,"90% Nylon, 10% Spandex",Machine Wash,Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
"Spyder Womens Workout Tank Tops – Seamless Workout Tank Tops Woman, Yoga Tops for Women, Athletic Activewear Gym Tanks",$17.99,,4.4 out of 5 stars,(44),$31.99 Shipping & Import Charges to Pakistan,100% Nylon,Machine Wash,Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
BRXL BrxlMen Men's Short Sleeve Casual Shirts with Pocket Textured Look Moisture Wicking Running T-Shirts Quick Dry,$24.99,,4.2 out of 5 stars,(9),$70.80 Shipping & Import Charges to Pakistan,"78% Nylon, 22% Spandex",Machine Wash,Pull On,"{'Lightweight Great For Warm Weather': '5 out of 5 stars', 'Good workout shirt with solid moisture-wicking, though the fabric feels a bit stiff': '4 out of 5 stars', 'Fast fashion': '3 out of 5 stars', 'Beautifully made shirt for the gym or a night out on the town': '5 out of 5 stars', 'Comfortable and versatile shirt with a clean, textured look': '4 out of 5 stars', 'Great for running, Thick nylon stretchy material': '5 out of 5 stars', 'Odd style': '3 out of 5 stars', 'Material is a bit odd feeling but its comfortable': '4 out of 5 stars'}"
HOTSUIT Sauna Shirt for Men Anti-Rip Men's Heat Trapping Pullover Vest Hoodies Tank Top for Boxing Exercise,$27.99,,4.5 out of 5 stars,(357),$65.59 Shipping & Import Charges to Pakistan,Polyester,Machine Wash,Imported,"{'Débardeur au top': '5 out of 5 stars', 'Dies what it says on the tin': '5 out of 5 stars', 'Really good': '5 out of 5 stars', 'Great': '5 out of 5 stars'}"
CHRLEISURE Womens Biker Yoga Shorts with Pockets: High Waisted Tummy Control Spandex Workout Athletic Gym Shorts 4 Packs,$30.59 with 15 percent savings,$35.99,4.7 out of 5 stars,"(1,813)",$80.82 Shipping & Import Charges to Pakistan,"75% Polyester, 25% Spandex",Hand Wash Only,Imported,"{'Everything a SAHM sports mom needs!': '5 out of 5 stars', 'Very comfortable and worth the money': '5 out of 5 stars', 'Perfect!! Will buy more!!': '5 out of 5 stars', 'Perfect for Spring, Summer and Fall.': '4 out of 5 stars', 'Workout legging': '5 out of 5 stars', 'Best of the basic bike shorts': '5 out of 5 stars', 'New favorite!': '5 out of 5 stars', 'Great Shorts!!!': '5 out of 5 stars'}"
AARYA Cropped Workout Tank Tops for Women Built in Bra Half Zip High Neck Sports Bras Medium Support Sleeveless Athletic Top,$37.99,,4.3 out of 5 stars,(66),$81.77 Shipping & Import Charges to Pakistan,"83% Nylon 66,17% Lycra,240GSM",Imported,Pull On,"{'Cute but size up': '5 out of 5 stars', 'Best crop top': '5 out of 5 stars', 'Great top, but wish it were a little bit longer': '4 out of 5 stars', 'Medium support is highly accurate. Love it!': '5 out of 5 stars', 'Cute top but runs small.': '3 out of 5 stars', 'Looks amazing': '5 out of 5 stars', 'Highly recommended': '5 out of 5 stars', 'Go up 1 size': '4 out of 5 stars'}"
,,,,,,,,,{}
Under Armour Freedom Banner Short Sleeve T-Shirt,$22.42 with 10 percent savings,$25.00,4.8 out of 5 stars,(96),$35.72 Shipping & Import Charges to Pakistan,"60% Cotton, 40% Polyester",Machine Wash,Imported,{}
,,,,,,,,,{}
Women's Fitness Long Sleeve T-Shirt - UPF 50+ Sun Protection - Devi,,,4.6 out of 5 stars,(199),,"87% Polyester, 13% Spandex","MACHINE WASH COLD,WITH LIKE COLORS,DO NOT BLEACH,TUMBLE DRY LOW,REMOVE IMMEDIATELY,COOL IRON IF NEEDED,DO NOT DRY CLEAN",Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
"3-Pack Men's Sports Short-Sleeve Quick-Drying Fitness T-Shirts, Moisture-Wicking",,,5.0 out of 5 stars,(2),,"92% Polyester, 8% Spandex",Imported,Crew Neck,{}
"CANGHPGIN 2 Pack Men's Running Athletic Shorts 7'' Quick Dry Sports Gym Shorts with Pockets, Exercise Workout Shorts Men",$29.99,,4.4 out of 5 stars,"(1,487)",$75.29 Shipping & Import Charges to Pakistan,"90% Nylon, 10% Spandex",Machine Wash,Imported,"{'Just PERFECT!': '5 out of 5 stars', 'Comfortable and stylish': '5 out of 5 stars', 'Very comfortable': '4 out of 5 stars', 'very comfortable': '5 out of 5 stars', 'Good quality': '5 out of 5 stars', 'Bad zipper': '3 out of 5 stars', 'Great length': '5 out of 5 stars', 'Great customer relations!': '5 out of 5 stars'}"
,,,,,,,,,{}
YEOREO Women's Impact Halter Tank Top Strappy Padded Halter Open Back Deep V Neck Built-in Bra Workout Gym Crop Tops,,,4.5 out of 5 stars,(78),,"84%Nylon, 16%Spandex",Hand Wash Only,Imported,{}
,,,,,,,,,{}
Fisoew Womens Off The Shoulder Cropped Tops Batwing Long Sleeve Loose Fit Summer Boat Neck Workout T Shirts,$9.99,,4.5 out of 5 stars,(265),$29.44 Shipping & Import Charges to Pakistan,"61%Polyester, 33%Viscose, 6%Elastane",Machine Wash,Imported,{}
NORTHYARD Men's Athletic Running T-Shirts Quick Dry Workout Shirts Short-Sleeve Sports Gym Tee Tops Performance Activewear,$19.99,,4.5 out of 5 stars,(892),$69.86 Shipping & Import Charges to Pakistan,"90%Polyester, 10% Elastane",Machine Wash,Imported,"{'Very good for casual wear': '5 out of 5 stars', 'Great quality - runs a little big': '5 out of 5 stars', 'My husband loves these shirts': '5 out of 5 stars', 'Competent athletic shirt (I own 5) - runs large & long - but does what I need': '4 out of 5 stars', 'Looks to be a good one.': '5 out of 5 stars', 'Great quality for the price': '5 out of 5 stars', 'Great shirt but collar is very loose': '3 out of 5 stars', 'Not new but Nice': '5 out of 5 stars'}"
Kewlioo Men's Heat Trapping Zipper Sweat Enhancing Vest - Sauna Suit Shirt Compression Vest Shapewear Top for Gym Exercise,$23.99,,4.2 out of 5 stars,"(6,805)",$64.25 Shipping & Import Charges to Pakistan,"Outer: 90% Polyester, 10% Spandex. Inner: 100% Polyurethane",Machine Wash,Imported,"{'Passt die Größe': '3 out of 5 stars', 'Gym': '5 out of 5 stars', 'Buena calidad': '5 out of 5 stars', 'confortable': '5 out of 5 stars', ""Produit négligeable surtout au prix de l'investissement Ah revoir"": '1 out of 5 stars'}"
BROKIG Men's Zip Joggers Casual Gym Workout Track Pants,$32.99 with 45 percent savings,$59.99,4.4 out of 5 stars,"(12,139)",$79.52 Shipping & Import Charges to Pakistan,"65% Cotton, 35% Polyester Joggers pants",Hand Wash Only,Imported,"{'Perfection': '5 out of 5 stars', 'What you see is what you get': '4 out of 5 stars', 'Jogging pants': '5 out of 5 stars', 'Get one size bigger': '1 out of 5 stars', 'Lovely track pants - really snug and comfy': '5 out of 5 stars'}"
"ATHLIO Men's UPF 50+ Long Sleeve Compression Shirts, Water Sports Rash Guard Base Layer, Athletic Workout Shirt",$36.98,,4.6 out of 5 stars,"(14,383)",$89.16 Shipping & Import Charges to Pakistan,100% Polyester,Machine Wash,Imported,"{'Good gear delivered from the US to AUS very fast': '5 out of 5 stars', 'حلوة': '5 out of 5 stars', 'die ärmel-länge ist viel zu kurz!': '1 out of 5 stars', 'Not bad': '3 out of 5 stars'}"
COOFANDY Men's 2 Pack Gym Workout Shorts Quick Dry Athletic Shorts 5 Inch Lightweight Sports Running Shorts with Pockets,,,4.4 out of 5 stars,"(3,435)",,100% Polyester,Machine Wash,Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
BOOJO 5 Pack Athletic Gym Mens Shorts - Workout Black Quick Dry Basketball Shorts with Pockets for Running Casual Activewear,$18.99 with 44 percent savings,$33.99,4.6 out of 5 stars,"(7,869)",$79.53 Shipping & Import Charges to Pakistan,100% Polyester,Machine Wash,Imported,"{'Exactly as described': '5 out of 5 stars', 'Muy Satisfecho': '5 out of 5 stars', 'Recomendado': '5 out of 5 stars', 'Set of shorts': '5 out of 5 stars', 'Buen producto': '5 out of 5 stars'}"
"Evervibe 3 Pack Big and Tall Mens Sweat Shorts 9"" Cotton Blend Plus Size Bermuda Shorts Drawstring Workout Casual SweatShorts",$42.99,,4.5 out of 5 stars,(71),$94.81 Shipping & Import Charges to Pakistan,"85% Polyester, 10% Cotton, 5% Spandex",Knee High,Utility Pocket,"{'No complaints': '5 out of 5 stars', 'Love these': '5 out of 5 stars', 'comfy shorts': '5 out of 5 stars', 'wished it was cheper': '4 out of 5 stars', 'Shorts': '5 out of 5 stars', 'very nice ty': '5 out of 5 stars', 'Comfortable and Roomy Shorts That Will Keep Me Cool All Summer!': '5 out of 5 stars', 'Not bad': '3 out of 5 stars'}"
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
HovSiyla 1/5 Pack Workout Shirts for Men Athletic Running Gym Quick Dry Short Sleeve Performance Moisture Wicking T Shirt,$23.49,,4.6 out of 5 stars,"(3,541)",$39.58 Shipping & Import Charges to Pakistan,100% Polyester,"Machine wash cold, tumble dry low, iron on synthetic/polyester setting if needed",Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
FireSwan Women's Flare Yoga Pants V Waist Flared Leggings High Waisted Bootcut Workout Pants Tummy Control,,,4.5 out of 5 stars,"(1,477)",,"80% Polyester, 20% Spandex",Machine Wash,Imported,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
,,,,,,,,,{}
HOTSUIT Sauna Shirt for Men Anti-Rip Men's Heat Trapping Pullover Vest Hoodies Tank Top for Boxing Exercise,$28.99 with 19 percent savings,$35.99,4.5 out of 5 stars,(357),$72.05 Shipping & Import Charges to Pakistan,Polyester,Machine Wash,Imported,"{'Débardeur au top': '5 out of 5 stars', 'Dies what it says on the tin': '5 out of 5 stars', 'Really good': '5 out of 5 stars', 'Great': '5 out of 5 stars'}"
Men's Workout Tank Top Men's Sleeveless Muscle Shirts Dry Fit Tank Top,$36.99,,4.7 out of 5 stars,(34),$74.79 Shipping & Import Charges to Pakistan,100% Polyester,Machine Wash,Pull On,"{'Great gift.': '5 out of 5 stars', 'Prices': '5 out of 5 stars', 'Fits well': '4 out of 5 stars', 'The Perfect Balance of Performance and Comfort': '5 out of 5 stars', 'I like it. Feels good. Fits well. Works well': '5 out of 5 stars', 'Lightweight and breathes!': '5 out of 5 stars', 'Mesh pattern material for improved ventilation tank top with added sun protection': '5 out of 5 stars', 'Perfect for the summer': '5 out of 5 stars'}"
MAGCOMSEN 3 Pack Men's UPF 50+ Tank Top Quick Dry Summer Workout Muscle Sleeveless Shirts for Swim Beach Bodybuilding,$32.38,,4.3 out of 5 stars,(51),$76.44 Shipping & Import Charges to Pakistan,"88% Polyester, 12% Spandex",Machine Wash,Imported,"{'Great summer work shirt': '5 out of 5 stars', 'Product as described perfectly': '5 out of 5 stars', 'nice feel and fit': '5 out of 5 stars', 'Nice tanks': '4 out of 5 stars', 'Lightweight and cool - but unflattering styling': '3 out of 5 stars', 'Comfortable': '5 out of 5 stars', 'Best Tank tops': '5 out of 5 stars', 'Excellent tank tops for a good price!': '5 out of 5 stars'}"
